itxiko	VV.PTCPPROSP	itxi
du	VARGAB3SARGER3SIND	*edun
Vitalek	PROPNERGSGDEF	Vital
.	_	.

Lan	N	lan
osoaren	ADJGENSGDEF	oso
laburtzapena	NABSSGDEFINAN	laburtzapen
ere	CONJ	ere
egina	VV.PTCPABSSGDEF	egin
du	VARGER3SARGAB3SPROGIND	ukan
autoreak	NERGSGDEFANIM	autore
berak	DETERGSGDEF	bera
:	_	:

PSE-EEk	PROPNERGSGDEF	PSE-EE
iragarri	VV.PTCPPFV	iragarri
duen	VARGAB3SARGER3SIND	*edun
helegiteak	NERGSGDEF	helegite
"	_	"
nahasmena	NABSSGDEFINAN	nahasmen
"	_	"
sortzea	VABS	sortu
du	VARGAB3SARGER3SPROGIND	ukan
helburutzat	NFRMLINANINDF	helburu
Egibarren	PROPNGEN	Egibar
arabera	ADPSGDEF	arabera
.	_	.

Hipotesi	N	hipotesi
honen	DETGEN	hau
arabera	ADPSGDEF	arabera
,	_	,
haurrak	NABSPLDEF	haur
erabiltzen	VIN+ESS	erabili
hasten	VNFINIPFV	hasi
diren	VARGAB3PIND	izan
gramatika-ezaugarri	N	gramatika+-+ezaugarri
eta	CONJ	eta
sintaxi-arau	N	sintaxi+-+arau
ezberdinak	ADJABSPLDEF	ezberdin
garabide	N	garabide
honek	DETERGSGDEF	hau
zuzendurik	VV.PTCPPRTINDF	zuzendu
daude	VARGAB3PPROGIND	egon
,	_	,
eta	CONJ	eta
oinarrizko	ADJ	oinarrizko
berezitasunen	NGENPLDEFINAN	berezitasun
garapen	N	garapen
bera	DETABSSGDEF	bera
edo	CONJ	edo
antzerakoa	ADJABSSGDEF	antzerako
izan	VV.PTCP	izan
beharko	V	behar_izan
dute	VARGAB3SARGER3PIND	*edun
.	_	.

"	_	"
Arropa	N	arropa
mota	N	mota
guztiak	DETABSPLDEF	guzti
gustatzen	VNFINIPFV	gustatu
zaizkidan	VARGAB3PARGDA1SIND	izan
arren	CONJ	arren
,	_	,
nahiago	NABSINDFCMPR	nahi
ditut	VARGAB3PARGER1SPROGIND	ukan
soinekoak	NABSPLINANDEF	soineko
"	_	"
.	_	.

"	_	"
Lortu	VV.PTCP	lortu
behar	NABSINDF	behar
dugu	VARGAB3SARGER1PPROGIND	ukan
.	_	.

Hasiera	N	hasiera
batean	NUM	bat
ez	PARTNEG	ez
zegoen	VARGAB3SPROGIND	egon
halako	ADJ	halako
goi	ADJ	goi
bilerarik	NPRTINDFINAN	bilera
aurreikusita	VV.PTCP	aurreikusi
,	_	,
baina	CONJ	baina
Israelgo	PROPNESSSGDEF	Israel
agintariak	NERGSGDEFANIM	agintari
posibilitate	N	posibilitate
hori	DETABSSGDEF	hori
aipatu	VV.PTCPPFV	aipatu
zuen	VARGER3SARGAB3SIND	*edun
Norvegiako	PROPNESSSGDEF	Norvegia
hiriburuan	NSGIN+ESSDEFINAN	hiriburu
.	_	.

Ile	N	ile
beltz	ADJ	beltz
ugaria	ADJABSSGDEF	ugari
txukun	ADJABSINDF	txukun
ebakita	VV.PTCP	ebaki
eta	CONJ	eta
orraztuta	VV.PTCP	orraztu
zeraman	VARGAB3SARGER3SPROGIND	eraman
.	_	.

ez	PARTNEG	ez
zukeen	VARGAB3SARGER3SCOND	*edun
golik	NPRTINDF	gol
sartuko	VV.PTCPPROSP	sartu
"	_	"
.	_	.

Ordu	N	ordu
berean	DETSGIN+ESS	bera
,	_	,
aitak	NERGSGDEF	aita
,	_	,
esku	N	esku
erne	ADJ	erne
batez	NUM	bat
hartzen	VNFINIPFV	hartu
nau	VARGAB1SARGER3SIND	*edun
eta	CONJ	eta
bazterrera	NSGINANAT+ALLDEF	bazter
eramaten	VNFINIPFV	eraman
.	_	.

Jontxu	PROPNABSSGDEF	Jontxu
ikusi	VV.PTCPPFV	ikusi
zuenean	VARGER3SARGAB3SIND	*edun
,	_	,
laster	ADV	laster
ezagutu	VV.PTCPPFV	ezagutu
zuen	VARGER3SARGAB3SIND	*edun
:	_	:

Egun	ADV	egun
,	_	,
lekutan	ADV	lekutan
dira	VARGAB3PPROGIND	izan
Kalifornian	PROPNSGDEFIN+ESS	Kalifornia
argia	NABSSGDEF	argi
ikusi	VV.PTCPPFV	ikusi
zuten	VARGAB3SARGER3PIND	*edun
euskarazko	NESSINANINDF	euskara
aldizkari	N	aldizkari
haiek	DETABSPLDEF	haiek
:	_	:

Beraz	CONJ	beraz
,	_	,
ez	PARTNEG	ez
dauka	VARGAB3SARGER3SPROGIND	eduki
zerikusirik	NPRTINDF	zerikusi
zerga	N	zerga
ekologikoarekin	ADJCOMSGDEF	ekologiko
,	_	,
horren	DETGENSGDEF	hori
sarrerak	NABSPLDEFINAN	sarrera
gizartearen	NGENSGDEFINAN	gizarte
aldaketa	N	aldaketa
ekologikorako	ADJABSINDF	ekologiko
erabiliko	VV.PTCPPROSP	erabili
ziren	VARGAB3PIND	izan
eta	CONJ	eta
.	_	.

Zidane	PROPN	Zidane
,	_	,
Henry	PROPN	Henry
,	_	,
Barthez	PROPN	Barthez
,	_	,
Deschamps	PROPN	Deschamps
,	_	,
Blanc	PROPN	Blanc
eta	CONJ	eta
enparauek	ADJERGPLDEF	enparau
Eurokopako	PROPNESSSGDEF	Eurokopa
talde	N	talde
sendoena	ADJABSSGRLDEF	sendo
osatzen	VNFINIPFV	osatu
dute	VARGAB3SARGER3PIND	*edun
aditu	N	aditu
gehienentzat	DETBENPLDEF	gehien
.	_	.

Ordurako	ADV	ordurako
,	_	,
merke	ADV	merke
,	_	,
bapo	ADV	bapo
eta	CONJ	eta
arriskutsuki	ADV	arriskutsu+!ki
bazkaldu	VV.PTCPPFV	bazkaldu
bazuen	VARGER3SARGAB3SIND	*edun
ere	CONJ	ere
,	_	,
korroka	N	korroka
batean	NUM	bat
zeuzkan	VARGAB3PARGER3SPROGIND	eduki
tripak	NABSPLDEFINAN	tripa
.	_	.

Baraken	PROPNGENSGDEF	Barak
gobernua	NABSSGDEF	gobernu
behera	NSGINANAT+ALLDEF	behe
botatzen	VIN+ESS	botatu
saiatuko	VV.PTCPPROSP	saiatu
dela	VARGAB3SIND	izan
hitza	NABSSGINANDEF	hitz
eman	VV.PTCPPFV	eman
zuen	VARGAB3SARGER3SIND	*edun
atzo	ADV	atzo
Likudeko	PROPNESSSGDEF	Likud
buruzagi	N	buruzagi
Ariel	PROPN	Ariel
Sharonek	PROPNERGSGDEF	Sharon
:	_	:

Istripua	NABSSGDEFINAN	istripu
izan	VV.PTCPPFV	izan
zuen	VARGAB3SARGER3SIND	*edun
Boeing-a	NABSSGDEF	boeing
erabat	ADV	erabat
txikitu	VV.PTCP	txikitu
eta	CONJ	eta
kiskalita	VV.PTCP	kiskali
geratu	VV.PTCPPFV	geratu
zen	VARGAB3SIND	izan
.	_	.

"	_	"
Gaur	ADV	gaur
egun	ADV	egun
,	_	,
antzerkigintza	NABSSGINANDEF	antzerkigintza
beste	DET	beste
bide	N	bide
batetik	NUM	bat
dihoa	VARGAB3SPROGIND	joan
,	_	,
talde	N	talde
pribatuek	ADJERGPLDEF	pribatu
komediari	NDATSGINANDEF	komedia
ekiten	VNFINIPFV	ekin
baitiote	VARGAB3SARGER3PARGDA3SIND	*edun
"	_	"
.	_	.

Gainera	CONJ	gainera
,	_	,
krisitik	NSGINANAT+ABLDEF	krisi
ateratzeko	VABSINDF	atera
Ernesto	PROPN	Ernesto
Zedillo	PROPN	Zedillo
egungo	ADVESS	egun
lehendakariak	NERGSGDEF	lehendakari
hartutako	VV.PTCPESS	hartu
neurriek	NERGPLINANDEF	neurri
,	_	,
egoera	N	egoera
ekonomikoa	ADJABSSGDEF	ekonomiko
onbideratu	VV.PTCPPFV	onbideratu
duten	VARGAB3SARGER3PIND	*edun
arren	CONJ	arren
,	_	,
areagoatu	VV.PTCP	areagoaktu
egin	VV.PTCPPFV	egin
dute	VARGAB3SARGER3PIND	*edun
aberatsen	NGENPLANIMDEF	aberats
eta	CONJ	eta
pobreen	NGEN	pobre
arteko	ADPESSPLANIMDEF	arte
jauzia	NABSSGDEF	jauzi
.	_	.

Horretarako	DETABSINDF	hori
,	_	,
esan	VV.PTCPPFV	esan
zuen	VARGAB3SARGER3SIND	*edun
,	_	,
alderdiak	NERGSGDEF	alderdi
"	_	"
ahalegina	NABSSGINANDEF	ahalegin
"	_	"
egin	VV.PTCP	egin
behar	NABSINDF	behar
duela	V	ukan
"	_	"
botoa	NABSSGDEF	boto
PSE-EEri	PROPNDATSGDEF	PSE-EE
ematen	VNFINIPFV	eman
ez	PARTNEG	ez
dioten	VARGAB3SARGER3PARGDA3SIND	*edun
pertsona	N	pertsona
aurrerakoiak	ADJABSPLDEF	aurrerakoi
"	_	"
bere	DETGENSG	bera
tesietara	NPLINANAT+ALLDEF	tesi
inguratzeko	VABSINDF	inguratu
.	_	.

Udaleko	NESSSGINANDEF	udal
langileek	NERGPLANIMDEF	langile
,	_	,
bestalde	CONJ	bestalde
,	_	,
25	NUM	25
tona	N	tona
hondakin	NABSINDF	hondakin
eraman	VV.PTCPPFV	eraman
zituzten	VARGAB3PARGER3PIND	*edun
atzo	ADV	atzo
atentatuaren	NGENSGDEF	atentatu
lekutik	NSGINANAT+ABLDEF	leku
.	_	.

Ospitaleak	NERGSGDEF	ospitale
,	_	,
gaur	ADV	gaur
egun	ADV	egun
,	_	,
ospe	N	ospe
handia	ADJABSSGDEF	handi
du	VARGAB3SARGER3SPROGIND	ukan
nazioartean	NSGIN+ESSDEF	nazioarte
.	_	.

Bitartean	CONJ	bitartean
itsasontziak	NABSPLINANDEF	itsasontzi
portuetan	NPLINANIN+ESSDEF	portu
izango	VV.PTCPPROSP	izan
direla	VARGAB3PIND	izan
jakinarazi	VCAUS	jakinaraz
zuen	VARGAB3SARGER3SIND	*edun
.	_	.

Zure	PRO	zu
lehen	NUM	lehen
finala	NABSSGDEF	final
da	VARGAB3SPROGIND	izan
Miarritzerekin	PROPNCOMSGDEF	Miarritze
,	_	,
ez	PARTNEG	ez
zara	VARGAB2SIND	izan
lasai	ADV	lasai
egongo	VV.PTCPPROSP	egon
,	_	,
kapitaina	NABSSGDEF	kapitain
izanda	VV.PTCP	izan
.	_	.

Bada	CONJ	bada
,	_	,
esate	N	esate
baterako	NUM	bat
,	_	,
azterketa	N	azterketa
hauetatik	DETPLAT+ABLDEF	hauek
gero	ADV	gero
oinarriak	NABSPLDEFINAN	oinarri
finka	VNFIN	finkatu
daitezke	VARGAB3PPOT	*edin
euskararen	NGENSGDEFINAN	euskara
ikaskuntzarako	NABSINDF	ikaskuntza
tresna	N	tresna
informatiko	ADJ	informatiko
lagungarriak	ADJABSPLDEF	lagungarri
diseinatu	VV.PTCP	diseinatu
eta	CONJ	eta
inplementatzeko	VABSINDF	inplementatu
.	_	.

korapiloak	NERGSGINANDEF	korapilo
estutzen	VNFINIPFV	estutu
du	VARGAB3SARGER3SIND	*edun
.	_	.

Atzeko	NESSSGDEF	atze
koadroetan	NPLINANIN+ESSDEF	koadro
,	_	,
Iñaki	PROPN	Iñaki
Otxandorenak	PROPNERGSGDEF	Otxandorena
mendean	ADV	mendean
hartu	VV.PTCPPFV	hartu
behar	NABSINDF	behar
luke	VARGAB3SARGER3SCONDPROG	ukan
Philippe	PROPN	Philippe
Hirigoien	PROPNABSSGDEF	Hirigoien
,	_	,
baina	CONJ	baina
ez	PARTNEG	ez
da	VARGAB3SPROGIND	izan
erregulartasuna	NABSSGDEF	erregulartasun
Mugairekoaren	NGENSGDEF	Mugaire
dohain	N	dohain
nagusia	ADJABSSGDEF	nagusi
.	_	.

ONCE	PROPN	ONCE
taldean	NSGINANIN+ESSDEF	talde
egin	VV.PTCPPFV	egin
dituzun	VARGAB3PARGER2SIND	*edun
urteen	NGENPLINANDEF	urte
balorazioa	NABSSGDEF	balorazio
ona	ADJABSSGDEF	on
da	VARGAB3SPROGIND	izan
,	_	,
ezta	_	ezta
?	_	?

RINGARYD	PROPNABSSGDEF	Ringaryd
ekaitz	N	ekaitz
gogor	ADJ	gogor
baten	NUM	bat
pean	ADPSGIN+ESS	_
izan	VV.PTCPPFV	izan
zen	VARGAB3SIND	izan
arratsalde	N	arratsalde
osoan	ADJSGIN+ESSDEF	oso
.	_	.

horrek	DETERGSGDEF	hori
kili-kolo	ADV	kili-kolo
jarriko	VV.PTCPPROSP	jarri
luke	VARGAB3SARGER3SCOND	*edun
estatu	N	estatu
desberdinetako	ADJESSPLDEF	desberdin
oinarrizko	ADJ	oinarrizko
tradizio	N	tradizio
sozialen	ADJGEN	sozial
artean	ADPPLDEFIN+ESS	arte
ozta-ozta	ADV	ozta-ozta
lortutako	VV.PTCPESS	lortu
konpromisoa	NABSSGDEF	konpromiso
.	_	.

Mutilak	NABSPLDEFANIM	mutil
konfiantza	N	konfiantza
handiz	ADJINSINDF	handi
etorri	VV.PTCPPFV	etorri
dira	VARGAB3PIND	izan
"	_	"
.	_	.

Jean	PROPN	Jean
Marie	PROPN	Marie
Poli	PROPN	Poli
Korsikako	PROPNESSSGDEF	Korsika
Errepresioaren	NGEN	errepresio
Kontrako	ADPESSSGDEF	_
Batzordeak	NERGSGDEFINAN	batzorde
azpimarratu	VV.PTCPPFV	azpimarratu
zuen	VARGER3SARGAB3SIND	*edun
,	_	,
preso	N	preso
bretoi	ADJ	bretoi
,	_	,
euskaldun	ADJ	euskaldun
eta	CONJ	eta
korsikarrak	ADJABSPLDEF	korsikar
"	_	"
preso	N	preso
politikoak	ADJABSPLDEF	politiko
"	_	"
direla	VARGAB3PPROGIND	izan
eta	CONJ	eta
preso	N	preso
sozialei	ADJDATPLDEF	sozial
baino	_	baino
lege	N	lege
"	_	"
gogorragoak	ADJABSPLCMPRDEF	gogor
"	_	"
aplikatzen	VNFINIPFV	aplikatu
zaizkiela	VARGDA3PARGAB3PIND	izan
.	_	.

Lasterketatik	NAT+ABL	lasterketa
landa	ADPABSSGINANDEF	landa
,	_	,
rallyeko	NESSSGINANDEF	rally
autoak	NABSPLINANDEF	auto
Mauleko	PROPNESSSGDEF	Maule
pilota	N	pilota
plazara	NSGAT+ALLDEF	plaza
joan	VV.PTCPPFV	joan
ziren	VARGAB3PIND	izan
,	_	,
han	ADV	han
kokatua	VV.PTCPABSSGDEF	kokatu
baitzen	VARGAB3SIND	izan
parke	N	parke
itxitua	NABSSGINANDEF	itxitu
.	_	.

Olazabalek	PROPNERGSGDEF	Olazabal
jardunaldi	N	jardunaldi
kaxkarra	ADJABSSGDEF	kaxkar
egin	VV.PTCPPFV	egin
du	VARGAB3SARGER3SIND	*edun
Sun	PROPN	Sun
City	PROPN	City
Torneoan	NSGIN+ESSDEF	torneo
,	_	,
eta	CONJ	eta
liderrarengandik	NSGAT+ABLDEF	lider
zazpi	NUM	zazpi
kolpera	NSGINANAT+ALLDEF	kolpe
da	VARGAB3SPROGIND	izan
.	_	.

Hasieran	NSGINANIN+ESSDEF	hasiera
esan	VV.PTCPPFV	esan
zen	VARGAB3SIND	izan
,	_	,
ordea	CONJ	ordea
,	_	,
urpekoaren	NGENSGINANDEF	urpeko
lehen	NUM	lehen
bost	NUM	bost
gelak	NABSPLINANDEF	gela
atzealdean	NSGINANIN+ESSDEF	atzealde
zeudela	VARGAB3PPROGIND	egon
eta	CONJ	eta
marinel	N	marinel
asko	DETABSINDF	asko
deseginda	VV.PTCP	desegin
gertatuko	VV.PTCPPROSP	gertatu
zirela	VARGAB3PIND	izan
istripuaren	NGENSGINANDEF	istripu
ondorioz	NINSINANINDF	ondorio
.	_	.

Gero	ADV	gero
,	_	,
bi	NUM	bi
egun	NABSINANINDF	egun
iraungo	VV.PTCPPROSP	iraun
nuke	VARGAB3SARGER1SCOND	*edun
.	_	.

Bi	NUM	bi
minutu	N	minutu
geroago	ADV	geroago
jokalari	N	jokalari
berak	DETERGSGDEF	bera
23-16koa	NABSSGDEF	23-16
ezarri	VV.PTCPPFV	ezarri
zuen	VARGAB3SARGER3SIND	*edun
.	_	.

Zaude	VARGAB2SPROGIMP	egon
lasai	ADV	lasai
.	_	.

Egun	N	egun
hauetan	DETPLIN+ESSDEF	hauek
Atlantako	PROPNESSSGDEF	Atlanta
zilarraz	NINSSGINANDEF	zilar
galdetu	VV.PTCPPFV	galdetu
diogun	VARGAB3SARGER1PARGDA3SIND	*edun
bakoitzean	ADV	bakoitzean
hura	DETABSSGDEF	hura
errepikatzea	VABS	errepikatu
ia	ADV	ia
ezinezkoa	ADJABSSGDEF	ezinezko
dela	VARGAB3SPROGIND	izan
erantzun	VV.PTCPPFV	erantzun
du	VARGAB3SARGER3SIND	*edun
Abraham	PROPN	Abraham
Olanok	PROPNERGSGDEF	Olano
.	_	.

Herritartasuna	NABSSGDEF	herritartasun
adierazpen	NGEN	adierazpen
bidez	ADPINSINAN	bide
edo	CONJ	edo
lege-ordezkariaren	NGENSGDEFANIM	lege-ordezkari
eskariz	NINSINANINDF	eskari
eskuratzen	VNFINIPFV	eskuratu
denean	VARGAB3SIND	izan
,	_	,
baimen-erabakian	NSGDEFINANIN+ESS	baimen-erabaki
dagokion	VARGAB3SARGDA3SPROGIND	egon
auzotasun	N	auzotasun
zibila	ADJABSSGDEF	zibil
zehaztuko	VV.PTCPPROSP	zehaztu
da	VARGAB3SIND	izan
.	_	.

Wilma	PROPNABSSGDEF	Wilma
da	VARGAB3SPROGIND	izan
Jojok	PROPNERGSGDEF	Jojo
kontratua	NABSSGDEFINAN	kontratu
azkena	NUM	azken
luzatzen	VNFINIPFV	luzatu
diona	VABSSGARGDA3SARGER3SARGAB3SDEFIND	*edun
.	_	.

Casagrandek	PROPNERGSGDEF	Casagrande
buru	NABSINDF	buru
jarraitzen	VNFINIPFV	jarraitu
du	VARGAB3SARGER3SIND	*edun
UCIko	PROPNESSSGDEF	UCI
sailkapenean	NSGINANIN+ESSDEF	sailkapen
.	_	.

Iruñeko	PROPNESSSGDEF	Iruñea
apaizgaitegiko	NESSSGINANDEF	apaizgaitegi
errektore	NABSINDF	errektore
izan	VV.PTCPPFV	izan
zen	VARGAB3SIND	izan
(	_	(
1945	NUM	1945
)	_	)
.	_	.

Garai	N	garai
batean	NUM	bat
,	_	,
gorpuekin	NCOM	gorpu
batera	ADPPLAT+ALLDEF	bat
hilobietan	NPLINANIN+ESSDEF	hilobi
ipinitako	VV.PTCPESS	ipini
urrea	NABSSGDEF	urre
eta	CONJ	eta
zilarra	NABSSGINANDEF	zilar
lapurtzen	VNFINIPFV	lapurtu
zituzten	VARGAB3PARGER3PIND	*edun
ebasleek	NERGPLANIMDEF	ebasle
.	_	.

Ekonomia	NABSSGINANDEF	ekonomia
izango	VV.PTCPPROSP	izan
da	VARGAB3SIND	izan
Gobernu	N	gobernu
berriaren	ADJGENSGDEF	berri
ardatz	N	ardatz
nagusia	ADJABSSGDEF	nagusi
.	_	.

Munduarentzat	NBENSGINANDEF	mundu
ez	PARTNEG	ez
da	VARGAB3SIND	izan
eskaintzen	VNFINIPFV	eskaini
soluziorik	NPRTINANINDF	soluzio
.	_	.

DONOSTIAKO	PROPNESSSGDEF	Donostia
ICS	PROPN	Ics
,	_	,
Bartzelonako	PROPNESSSGDEF	Bartzelona
Servicomex	PROPN	Servicomex
eta	CONJ	eta
Madrilgo	PROPNESSSGDEF	Madril
Zuricenter	PROPN	Zuricenter
negozio	N	negozio
zentroek	NERGPLINANDEF	zentro
aliantza	N	aliantza
bat	NUM	bat
osatu	VV.PTCPPFV	osatu
dute	VARGAB3SARGER3PIND	*edun
,	_	,
eta	CONJ	eta
zerbitzu	N	zerbitzu
sare	N	sare
bat	NUM	bat
sortu	VV.PTCP	sortu
.	_	.

Houda	PROPNABSSGDEF	Houda
arabieraz	NINSINDFINAN	arabiera
idazten	VIN+ESS	idatzi
ikasten	VNFINIPFV	ikasi
ari	V	ari
da	VARGAB3SPROGIND	izan
eta	CONJ	eta
koaderno	N	koaderno
honetan	DETSGIN+ESSDEF	hau
egiten	VNFINIPFV	egin
ditu	VARGAB3PARGER3SIND	*edun
eguneroko	ADJ	eguneroko
ariketak	NABSPLDEFINAN	ariketa
.	_	.

Dennis	PROPN	Dennis
Bergkampek	PROPNERGSGDEF	Bergkamp
berretsi	VV.PTCP	berretsi
egin	VV.PTCPPFV	egin
du	VARGAB3SARGER3SIND	*edun
selekzioa	NABSSGDEF	selekzio
utziko	VV.PTCPPROSP	utzi
duela	VARGAB3SARGER3SIND	*edun
.	_	.

Guk	PRO	gu
oso	ADV	oso
kritika	N	kritika
zorrotza	ADJABSSGDEF	zorrotz
egiten	VNFINIPFV	egin
diogu	VARGDA3SARGAB3SARGER1PIND	*edun
,	_	,
batez	NUM	bat
ere	CONJ	ere
adin	N	adin
txikikoen	NGENPLDEF	txiki
arloari	NDATSGDEFINAN	arlo
"	_	"
.	_	.

Isuntza	PROPNABSSGDEF	Isuntza
da	VARGAB3SPROGIND	izan
faborito	ADJ	faborito
nagusia	ADJABSSGDEF	nagusi
Elantxobeko	PROPNESSSGDEF	Elantxobe
banderan	NSGDEFINANIN+ESS	bandera
.	_	.

Esnatu	VV.PTCP	esnatu
orduko	ADV	orduko
esan	VV.PTCPPFV	esan
nuen	VARGAB3SARGER1SIND	*edun
:	_	:

Jontxuk	NERGINDF	jontxu
ezin	VNFIN	ezindu
zuen	VARGAB3SARGER3SIND	*edun
lorik	NPRTINDF	lo
egin	VV.PTCP	egin
.	_	.

Gurasoek	NERGPLDEF	guraso
eta	CONJ	eta
amonak	NERGSGDEF	amona
Koreako	PROPNESSSGDEF	Korea
jantzi	N	jantzi
tradizional	ADJ	tradizional
koloretsuak	ADJABSPLDEF	koloretsu
jazten	VNFINIPFV	jantzi
dituzte	VARGAB3PARGER3PIND	*edun
.	_	.

EITBk	PROPNERGSGDEF	EITB
eta	CONJ	eta
Ibaiak	PROPNERGSGDEF	Ibaia
hitzarmena	NABSSGINANDEF	hitzarmen
sinatu	VV.PTCPPFV	sinatu
dute	VARGAB3SARGER3PIND	*edun
.	_	.

PRI	PROPNDATSGDEF	PR
Alderdi	N	alderdi
Instituzional	ADJ	instituzional
Iraultzailearen	ADJGENSGDEF	iraultzaile
71	NUM	71
urteko	NESSSGDEFINAN	urte
